cuisine,order_size_items,prep_time_estimate_min,distance_km,driver_experience_m,courier_type,weather,wind_mps,traffic_level,hour_of_day,day_of_week,restaurant_load,delivery_time_min
pizza,6,12.4,1.5,2,ebike,clear,9.8,medium,11,Tue,0.14,36.0
burger,4,8.6,4.5,2,bike,clear,5.8,low,11,Tue,0.56,35.9
fried_chicken,3,11.2,3.0,1,ebike,rain,5.4,medium,11,Tue,0.42,37.2
indian,7,16.4,1.9,5,ebike,clear,4.7,high,11,Tue,0.28,38.1
burger,5,8.8,3.2,13,ebike,clear,5.6,low,11,Tue,0.42,29.2
indian,6,16.2,3.4,7,ebike,clear,4.3,high,11,Tue,0.69,54.0
burger,4,8.6,4.7,13,bike,rain,7.6,low,12,Tue,0.14,43.3
burger,3,8.4,1.5,3,ebike,clear,7.8,low,12,Tue,0.14,27.9
fried_chicken,4,11.5,3.6,12,ebike,rain,7.3,medium,12,Tue,0.28,37.6
pizza,5,12.2,3.6,1,ebike,clear,6.7,medium,13,Tue,0.14,41.0
fried_chicken,5,11.7,1.6,2,ebike,rain,5.6,medium,13,Tue,0.28,37.6
mexican,4,11.8,1.9,3,ebike,clear,6.9,medium,13,Tue,0.42,37.8
pizza,3,11.7,2.0,5,bike,rain,6.4,low,13,Tue,0.42,32.2
burger,4,8.6,3.9,8,bike,clear,6.3,low,13,Tue,0.14,39.0
burger,1,7.8,1.0,3,bike,clear,4.5,high,13,Tue,0.42,27.7
pizza,5,12.2,2.4,4,ebike,rain,1.7,medium,13,Tue,0.28,36.4
pizza,3,11.7,2.9,5,ebike,clear,5.5,low,14,Tue,0.14,38.2
sushi,2,13.7,2.7,5,ebike,rain,2.4,low,14,Tue,0.14,37.5
pizza,4,12.0,3.5,6,ebike,rain,7.5,low,14,Tue,0.28,38.3
sushi,3,14.1,3.2,5,ebike,rain,5.9,medium,14,Tue,0.14,44.0
burger,4,8.6,1.9,7,bike,clear,7.3,medium,15,Tue,0.28,24.9
pizza,3,11.7,3.1,5,ebike,rain,7.0,low,15,Tue,0.42,45.6
noodles,6,10.7,4.0,3,bike,rain,3.9,medium,15,Tue,0.42,42.3
mexican,5,12.0,3.1,4,ebike,rain,4.8,medium,15,Tue,0.14,38.2
salad,1,6.4,3.3,3,ebike,clear,7.0,medium,16,Tue,0.42,26.5
burger,3,8.4,3.1,10,bike,clear,6.3,medium,16,Tue,0.28,32.8
burger,4,8.6,9.7,11,ebike,rain,6.6,medium,16,Tue,0.14,50.3
burger,3,8.4,4.5,0,ebike,clear,3.5,high,16,Tue,0.28,39.2
burger,5,8.8,3.6,4,ebike,clear,2.7,medium,16,Tue,0.28,33.6
noodles,3,10.1,2.4,2,ebike,storm,12.7,low,17,Tue,0.14,32.7
pizza,3,11.7,3.6,1,ebike,clear,4.2,medium,17,Tue,0.14,36.4
noodles,5,10.5,4.0,4,ebike,clear,4.3,high,17,Tue,0.28,40.5
sushi,3,14.1,1.6,2,bike,rain,5.8,medium,17,Tue,0.14,40.6
indian,5,15.9,2.4,3,ebike,rain,11.2,high,17,Tue,0.42,48.2
sushi,3,14.1,6.9,8,ebike,clear,7.5,medium,17,Tue,0.56,55.3
pizza,3,11.7,2.9,3,bike,rain,6.5,low,17,Tue,0.56,42.3
pizza,3,11.7,1.6,8,ebike,clear,4.1,medium,18,Tue,0.28,28.4
burger,1,7.8,2.2,2,bike,clear,4.3,medium,18,Tue,0.28,30.7
burger,3,8.4,1.6,1,ebike,clear,2.9,high,18,Tue,0.42,26.6
sushi,3,14.1,2.2,8,ebike,clear,6.3,medium,18,Tue,0.56,40.3
mexican,3,11.6,2.3,6,ebike,clear,4.5,medium,18,Tue,0.69,38.0
pizza,4,12.0,1.5,3,ebike,clear,6.6,low,18,Tue,0.83,35.7
fried_chicken,3,11.2,1.4,3,ebike,clear,4.3,medium,18,Tue,0.83,37.0
noodles,4,10.3,3.7,9,ebike,rain,3.1,high,18,Tue,0.69,41.0
sushi,4,14.4,4.0,3,ebike,rain,7.5,low,18,Tue,0.56,45.4
pizza,4,12.0,2.7,3,ebike,clear,7.7,medium,18,Tue,0.42,40.4
burger,3,8.4,2.4,4,ebike,storm,9.1,high,18,Tue,0.28,29.2
pizza,5,12.2,6.8,1,bike,clear,6.7,low,18,Tue,0.42,51.4
pizza,5,12.2,1.7,3,ebike,rain,4.9,high,18,Tue,0.42,42.1
pizza,6,12.4,4.2,4,ebike,clear,4.3,high,19,Tue,0.28,42.3
pizza,3,11.7,3.0,6,ebike,clear,3.9,medium,19,Tue,0.42,34.8
burger,3,8.4,7.3,13,ebike,rain,5.7,medium,19,Tue,0.14,44.2
salad,2,6.6,2.3,1,bike,rain,6.3,low,19,Tue,0.28,32.3
indian,4,15.6,2.9,3,ebike,clear,2.0,medium,19,Tue,0.14,44.4
fried_chicken,4,11.5,7.3,1,ebike,clear,8.1,medium,19,Tue,0.14,46.2
pizza,4,12.0,3.7,14,ebike,rain,8.9,low,20,Tue,0.28,42.1
mexican,3,11.6,7.8,9,ebike,rain,2.0,low,20,Tue,0.42,49.7
burger,2,8.1,4.8,3,ebike,clear,1.8,medium,20,Tue,0.14,39.5
mexican,5,12.0,2.7,0,ebike,clear,8.0,low,20,Tue,0.28,33.9
indian,4,15.6,2.3,2,ebike,storm,8.5,medium,20,Tue,0.42,48.0
burger,4,8.6,6.1,10,ebike,rain,6.2,low,20,Tue,0.14,42.7
salad,2,6.6,6.4,9,ebike,storm,8.7,medium,21,Tue,0.28,47.4
mexican,4,11.8,3.7,4,bike,clear,6.4,medium,21,Tue,0.14,44.1
pizza,1,11.0,7.7,11,ebike,rain,4.1,medium,21,Tue,0.28,48.4
indian,4,15.6,0.7,3,ebike,clear,3.1,low,22,Tue,0.14,43.4
fried_chicken,5,11.7,4.1,4,ebike,clear,5.4,low,22,Tue,0.14,37.7
indian,4,15.6,6.0,8,ebike,clear,5.6,medium,23,Tue,0.28,55.4
pizza,1,11.0,4.4,2,ebike,clear,6.9,low,23,Tue,0.28,38.7
mexican,5,12.0,1.8,14,ebike,rain,5.4,medium,23,Tue,0.14,33.8
sushi,3,14.1,1.0,3,ebike,rain,5.9,medium,23,Tue,0.14,33.5
sushi,1,13.2,5.3,5,ebike,storm,9.0,medium,0,Wed,0.14,51.9
sushi,3,14.1,2.3,9,ebike,clear,6.1,medium,1,Wed,0.28,38.3
sushi,2,13.7,0.9,0,ebike,rain,5.6,low,1,Wed,0.14,33.8
burger,3,8.4,3.0,7,bike,clear,4.2,low,2,Wed,0.28,32.3
indian,4,15.6,2.7,8,ebike,clear,6.7,medium,2,Wed,0.14,40.0
indian,6,16.2,4.1,3,bike,clear,7.1,low,3,Wed,0.14,58.2
sushi,2,13.7,4.5,0,bike,clear,4.9,low,3,Wed,0.14,45.0
mexican,4,11.8,5.1,5,bike,clear,5.6,medium,4,Wed,0.14,47.1
sushi,4,14.4,5.2,1,ebike,rain,2.0,medium,5,Wed,0.14,43.0
mexican,4,11.8,4.9,3,ebike,rain,3.3,low,6,Wed,0.14,42.4
noodles,3,10.1,3.7,7,ebike,storm,13.3,low,6,Wed,0.28,37.4
fried_chicken,5,11.7,2.3,1,ebike,clear,4.4,medium,6,Wed,0.42,36.3
mexican,2,11.3,2.9,5,ebike,clear,3.6,medium,6,Wed,0.56,38.3
sushi,5,14.7,1.5,6,ebike,rain,6.4,low,6,Wed,0.28,34.7
sushi,2,13.7,7.2,11,ebike,rain,4.6,low,6,Wed,0.42,50.6
burger,3,8.4,2.5,5,bike,clear,1.7,high,7,Wed,0.14,31.5
indian,3,15.3,2.9,3,ebike,clear,5.6,low,7,Wed,0.14,45.5
burger,3,8.4,8.7,3,bike,rain,4.6,medium,7,Wed,0.28,56.7
indian,4,15.6,3.3,1,bike,clear,5.6,medium,8,Wed,0.14,47.8
pizza,1,11.0,1.7,8,bike,clear,2.5,low,8,Wed,0.28,33.2
salad,3,6.8,2.1,5,bike,clear,2.4,medium,9,Wed,0.14,21.8
burger,4,8.6,4.6,6,ebike,rain,9.5,medium,9,Wed,0.14,37.1
mexican,3,11.6,2.5,0,ebike,storm,7.1,medium,9,Wed,0.28,32.3
mexican,3,11.6,7.2,4,ebike,rain,2.8,medium,9,Wed,0.42,49.7
salad,1,6.4,2.8,11,ebike,rain,8.7,low,9,Wed,0.56,28.7
noodles,4,10.3,5.8,1,ebike,clear,5.1,low,9,Wed,0.42,41.8
sushi,3,14.1,0.8,8,bike,rain,9.1,medium,9,Wed,0.56,33.5
mexican,5,12.0,3.4,0,bike,clear,9.4,medium,9,Wed,0.56,40.0
salad,1,6.4,1.4,9,bike,rain,7.8,high,9,Wed,0.42,23.5
burger,4,8.6,8.4,6,ebike,clear,7.0,medium,9,Wed,0.14,45.5
noodles,3,10.1,5.8,14,ebike,clear,7.6,low,10,Wed,0.14,42.4
pizza,4,12.0,4.2,2,ebike,rain,6.9,medium,11,Wed,0.14,45.0
noodles,5,10.5,1.4,5,bike,rain,7.8,medium,11,Wed,0.42,35.2
burger,2,8.1,2.3,2,bike,rain,8.9,medium,11,Wed,0.56,38.2
sushi,3,14.1,2.6,8,ebike,clear,2.6,medium,11,Wed,0.28,42.3
indian,6,16.2,2.1,6,ebike,clear,9.1,low,11,Wed,0.69,45.7
noodles,2,9.8,2.5,11,bike,clear,4.7,medium,11,Wed,0.28,30.7
salad,3,6.8,2.4,7,bike,clear,4.7,medium,12,Wed,0.56,21.3
indian,6,16.2,1.1,0,ebike,rain,6.2,medium,12,Wed,0.14,43.0
fried_chicken,4,11.5,3.8,9,bike,rain,6.9,high,12,Wed,0.42,48.4
sushi,2,13.7,3.7,2,ebike,clear,5.3,medium,12,Wed,0.28,46.9
salad,1,6.4,3.1,3,bike,clear,5.7,medium,12,Wed,0.83,31.8
salad,1,6.4,1.4,5,ebike,rain,6.3,high,12,Wed,0.56,20.6
mexican,4,11.8,1.5,5,bike,rain,8.5,low,12,Wed,0.69,40.1
fried_chicken,3,11.2,2.6,10,ebike,clear,7.7,low,12,Wed,0.42,31.0
fried_chicken,2,10.9,3.2,1,bike,clear,5.7,medium,12,Wed,0.69,42.3
indian,4,15.6,1.8,12,ebike,clear,3.6,medium,12,Wed,0.56,41.8
burger,3,8.4,8.3,9,bike,clear,11.7,high,12,Wed,0.42,57.1
salad,2,6.6,3.8,14,bike,clear,6.2,medium,12,Wed,0.14,28.9
burger,4,8.6,8.2,9,ebike,clear,5.3,low,13,Wed,0.14,36.9
mexican,4,11.8,2.7,4,ebike,clear,6.0,medium,13,Wed,0.14,32.9
indian,3,15.3,3.7,9,ebike,storm,6.9,medium,13,Wed,0.28,48.4
burger,4,8.6,4.1,10,ebike,rain,10.7,medium,13,Wed,0.42,31.9
indian,4,15.6,0.8,1,ebike,rain,6.3,low,13,Wed,0.42,37.9
salad,1,6.4,2.3,5,ebike,clear,3.7,high,13,Wed,0.56,24.4
salad,2,6.6,2.2,7,ebike,clear,7.6,medium,13,Wed,0.69,21.4
indian,5,15.9,4.3,8,ebike,rain,4.6,medium,13,Wed,0.56,53.3
noodles,2,9.8,7.7,7,ebike,clear,5.7,low,13,Wed,0.42,45.1
salad,1,6.4,3.8,3,ebike,storm,9.3,medium,13,Wed,0.83,34.5
indian,6,16.2,8.8,2,ebike,storm,15.5,medium,13,Wed,0.83,78.7
pizza,2,11.4,1.6,0,bike,clear,4.6,low,13,Wed,0.28,36.1
pizza,3,11.7,3.6,10,ebike,rain,0.0,medium,14,Wed,0.14,38.4
indian,4,15.6,2.0,3,bike,rain,5.4,medium,14,Wed,0.28,52.4
indian,3,15.3,2.8,3,bike,clear,5.6,medium,14,Wed,0.42,46.9
salad,2,6.6,2.4,4,ebike,clear,9.1,medium,14,Wed,0.42,26.6
noodles,1,9.4,3.9,7,bike,storm,11.0,low,14,Wed,0.56,42.0
pizza,4,12.0,5.5,5,ebike,rain,2.7,medium,14,Wed,0.42,45.5
sushi,1,13.2,2.6,10,bike,rain,5.4,low,14,Wed,0.56,43.8
mexican,6,12.2,4.1,1,ebike,clear,5.0,medium,14,Wed,0.14,40.0
pizza,1,11.0,4.2,3,ebike,storm,8.6,low,14,Wed,0.28,42.3
noodles,2,9.8,8.3,9,ebike,clear,5.9,medium,14,Wed,0.42,46.8
pizza,2,11.4,2.7,1,bike,clear,7.5,medium,14,Wed,0.56,37.4
noodles,2,9.8,2.5,4,bike,clear,4.4,medium,15,Wed,0.69,36.6
indian,3,15.3,3.8,4,ebike,clear,6.4,low,15,Wed,0.56,44.7
sushi,4,14.4,2.1,8,ebike,rain,7.1,low,15,Wed,0.28,36.4
salad,3,6.8,3.6,8,bike,clear,4.2,low,15,Wed,0.28,26.0
sushi,4,14.4,6.9,5,bike,clear,3.9,medium,15,Wed,0.14,62.9
noodles,4,10.3,2.9,2,ebike,storm,13.0,medium,16,Wed,0.14,35.8
burger,5,8.8,3.2,3,ebike,clear,8.2,high,16,Wed,0.28,33.6
burger,3,8.4,3.2,3,ebike,rain,7.5,medium,16,Wed,0.56,32.2
pizza,3,11.7,1.5,2,ebike,clear,9.7,medium,16,Wed,0.42,33.9
mexican,4,11.8,8.8,3,ebike,clear,6.0,medium,16,Wed,0.69,56.8
indian,5,15.9,3.3,8,bike,clear,6.3,high,16,Wed,0.14,51.3
fried_chicken,4,11.5,3.0,9,bike,clear,4.6,medium,16,Wed,0.28,42.4
mexican,4,11.8,7.9,5,bike,clear,5.9,high,17,Wed,0.14,64.8
mexican,3,11.6,2.6,9,bike,rain,11.3,medium,17,Wed,0.28,39.8
pizza,2,11.4,2.3,4,bike,rain,9.7,medium,17,Wed,0.14,36.6
burger,6,9.0,3.9,2,ebike,clear,3.7,high,18,Wed,0.14,38.6
indian,5,15.9,5.2,8,ebike,rain,5.5,low,18,Wed,0.28,51.2
noodles,3,10.1,1.3,9,ebike,rain,5.7,medium,18,Wed,0.28,27.3
salad,3,6.8,3.6,5,ebike,clear,7.4,medium,18,Wed,0.42,30.2
salad,2,6.6,2.2,3,bike,rain,6.5,medium,18,Wed,0.56,30.8
salad,3,6.8,9.4,2,ebike,rain,5.7,medium,18,Wed,0.14,50.6
burger,3,8.4,1.0,4,ebike,clear,4.3,medium,18,Wed,0.14,24.2
sushi,4,14.4,2.2,2,ebike,clear,6.3,medium,18,Wed,0.28,40.0
fried_chicken,4,11.5,8.4,3,bike,rain,2.5,low,18,Wed,0.28,62.0
sushi,2,13.7,2.6,4,ebike,rain,0.8,low,19,Wed,0.28,38.1
burger,5,8.8,5.5,3,ebike,clear,3.0,low,19,Wed,0.28,32.8
salad,2,6.6,2.6,1,bike,clear,7.5,medium,19,Wed,0.42,32.3
burger,3,8.4,6.6,3,bike,clear,4.0,medium,19,Wed,0.56,44.2
fried_chicken,4,11.5,3.4,7,bike,clear,6.0,high,19,Wed,0.28,44.6
sushi,1,13.2,1.5,7,bike,rain,2.1,medium,19,Wed,0.28,38.5
pizza,4,12.0,2.7,4,bike,rain,4.6,medium,19,Wed,0.28,35.8
burger,3,8.4,1.4,10,ebike,clear,2.5,medium,19,Wed,0.28,23.0
burger,3,8.4,2.6,4,bike,rain,5.2,low,19,Wed,0.28,37.5
noodles,4,10.3,3.2,3,ebike,clear,5.6,low,20,Wed,0.28,31.9
burger,3,8.4,3.5,11,ebike,clear,4.1,medium,20,Wed,0.14,31.3
mexican,5,12.0,7.7,0,ebike,clear,6.4,low,20,Wed,0.28,49.0
noodles,4,10.3,1.9,13,ebike,clear,6.7,medium,20,Wed,0.42,33.6
pizza,4,12.0,3.4,2,ebike,clear,6.3,medium,20,Wed,0.56,39.2
mexican,3,11.6,2.5,15,bike,rain,0.8,low,20,Wed,0.42,33.4
indian,4,15.6,0.9,6,bike,clear,3.1,medium,20,Wed,0.14,38.5
pizza,2,11.4,8.1,2,ebike,clear,3.3,low,20,Wed,0.42,46.2
pizza,5,12.2,3.0,8,bike,clear,5.1,low,20,Wed,0.28,43.6
indian,4,15.6,3.2,11,ebike,clear,2.9,medium,21,Wed,0.14,45.2
mexican,3,11.6,2.1,8,ebike,clear,3.4,medium,21,Wed,0.28,36.7
mexican,4,11.8,1.3,3,ebike,rain,6.6,low,22,Wed,0.14,31.6
pizza,4,12.0,3.5,2,bike,rain,0.4,low,22,Wed,0.28,35.8
burger,4,8.6,2.1,3,ebike,clear,5.5,low,22,Wed,0.14,25.3
pizza,4,12.0,7.6,13,ebike,clear,5.9,medium,22,Wed,0.14,50.2
pizza,4,12.0,4.7,6,ebike,rain,8.0,low,22,Wed,0.28,44.4
indian,5,15.9,1.6,3,ebike,rain,6.9,low,23,Wed,0.14,44.5
mexican,4,11.8,4.8,10,bike,clear,5.9,low,0,Thu,0.14,45.3
mexican,3,11.6,5.0,3,ebike,clear,8.6,medium,0,Thu,0.14,44.3
indian,5,15.9,1.2,4,ebike,storm,11.4,medium,1,Thu,0.14,45.3
sushi,4,14.4,1.8,5,ebike,rain,7.4,medium,2,Thu,0.14,35.9
pizza,3,11.7,3.0,3,bike,clear,7.2,medium,3,Thu,0.14,37.8
burger,3,8.4,1.6,6,ebike,rain,3.2,medium,4,Thu,0.14,23.5
noodles,5,10.5,3.4,2,ebike,clear,0.8,low,4,Thu,0.14,31.3
fried_chicken,4,11.5,6.2,6,bike,rain,6.0,low,5,Thu,0.14,52.5
mexican,4,11.8,1.9,0,bike,rain,5.5,low,6,Thu,0.14,33.0
sushi,4,14.4,1.3,14,ebike,rain,7.5,low,6,Thu,0.14,37.0
noodles,4,10.3,3.0,3,bike,clear,6.7,low,6,Thu,0.28,37.9
fried_chicken,3,11.2,3.2,8,ebike,clear,5.3,medium,7,Thu,0.14,36.7
sushi,3,14.1,9.0,2,ebike,storm,4.4,medium,7,Thu,0.28,67.7
pizza,5,12.2,3.1,8,ebike,clear,6.2,high,7,Thu,0.28,40.6
noodles,1,9.4,2.2,8,ebike,clear,6.9,high,7,Thu,0.28,29.3
burger,3,8.4,3.8,15,ebike,clear,3.6,medium,8,Thu,0.14,30.7
fried_chicken,4,11.5,3.9,8,ebike,rain,3.3,low,8,Thu,0.14,32.3
fried_chicken,2,10.9,1.9,4,bike,rain,6.2,medium,9,Thu,0.14,36.5
mexican,3,11.6,2.6,2,ebike,rain,9.3,medium,9,Thu,0.28,35.7
mexican,4,11.8,2.2,5,ebike,clear,6.3,low,9,Thu,0.28,31.6
noodles,2,9.8,2.5,18,ebike,clear,8.5,high,9,Thu,0.42,34.9
sushi,4,14.4,2.9,1,bike,rain,6.5,medium,9,Thu,0.14,45.3
burger,5,8.8,0.9,5,bike,rain,5.2,medium,10,Thu,0.14,27.6
mexican,5,12.0,3.2,3,ebike,clear,7.7,medium,10,Thu,0.28,36.4
salad,1,6.4,5.5,2,ebike,clear,10.3,medium,10,Thu,0.28,34.4
sushi,2,13.7,2.0,4,bike,rain,6.5,medium,10,Thu,0.14,40.5
fried_chicken,4,11.5,8.1,2,bike,clear,7.7,low,10,Thu,0.28,56.1
noodles,3,10.1,4.0,1,ebike,rain,7.0,high,11,Thu,0.28,39.5
burger,4,8.6,1.6,1,ebike,rain,6.9,low,11,Thu,0.28,27.6
mexican,4,11.8,3.8,2,ebike,storm,11.2,low,11,Thu,0.28,39.8
sushi,5,14.7,1.8,16,ebike,clear,6.0,low,11,Thu,0.14,36.8
fried_chicken,5,11.7,6.5,6,ebike,rain,9.6,low,11,Thu,0.42,44.0
burger,5,8.8,2.5,3,ebike,clear,6.8,medium,12,Thu,0.28,29.1
pizza,2,11.4,4.9,12,ebike,rain,7.8,low,11,Thu,0.14,46.7
burger,3,8.4,8.7,2,bike,rain,9.1,high,12,Thu,0.42,68.8
pizza,4,12.0,8.2,19,bike,storm,12.3,medium,12,Thu,0.42,78.9
burger,3,8.4,8.5,3,bike,clear,6.0,low,12,Thu,0.28,51.1
fried_chicken,2,10.9,4.2,15,bike,clear,8.8,low,12,Thu,0.14,42.9
pizza,5,12.2,4.1,5,ebike,clear,8.5,medium,12,Thu,0.28,42.5
mexican,4,11.8,1.9,4,ebike,clear,5.8,low,12,Thu,0.42,33.9
pizza,4,12.0,2.4,1,ebike,clear,9.5,medium,12,Thu,0.42,33.1
burger,1,7.8,4.0,13,bike,rain,7.1,high,12,Thu,0.42,40.8
pizza,3,11.7,3.2,2,ebike,rain,2.9,low,12,Thu,0.28,36.7
indian,2,14.8,2.2,4,bike,clear,8.5,medium,12,Thu,0.14,44.1
mexican,2,11.3,1.7,1,ebike,clear,6.0,medium,13,Thu,0.69,30.7
mexican,5,12.0,2.0,5,bike,clear,8.1,medium,12,Thu,0.56,42.8
fried_chicken,3,11.2,1.8,7,bike,clear,7.6,medium,13,Thu,0.69,33.2
pizza,4,12.0,4.5,5,bike,rain,3.9,low,13,Thu,0.28,43.7
burger,2,8.1,3.0,4,ebike,clear,11.4,medium,13,Thu,0.28,35.1
indian,3,15.3,1.7,5,ebike,clear,9.5,medium,13,Thu,0.42,35.9
burger,3,8.4,4.5,2,ebike,clear,10.0,medium,13,Thu,0.14,32.8
noodles,3,10.1,1.7,5,ebike,clear,7.4,medium,13,Thu,0.28,34.6
sushi,4,14.4,2.2,2,ebike,clear,7.7,medium,13,Thu,0.42,47.8
pizza,5,12.2,1.9,1,ebike,storm,13.1,low,14,Thu,0.28,34.9
burger,5,8.8,2.3,3,ebike,clear,9.9,medium,14,Thu,0.28,30.2
pizza,5,12.2,2.9,7,ebike,clear,8.9,high,14,Thu,0.14,39.0
pizza,4,12.0,2.4,4,ebike,rain,6.8,low,14,Thu,0.28,39.4
fried_chicken,4,11.5,3.6,4,bike,clear,5.7,high,15,Thu,0.14,45.9
pizza,4,12.0,4.3,0,ebike,clear,9.1,high,15,Thu,0.28,45.0
burger,5,8.8,3.9,3,ebike,rain,7.5,high,15,Thu,0.56,36.5
pizza,4,12.0,2.1,1,bike,rain,5.0,medium,15,Thu,0.14,40.1
burger,4,8.6,0.6,15,ebike,clear,4.5,medium,15,Thu,0.42,27.5
burger,3,8.4,1.5,4,ebike,clear,9.1,low,15,Thu,0.14,24.3
salad,3,6.8,2.2,0,ebike,clear,5.8,low,15,Thu,0.28,23.7
mexican,4,11.8,5.5,6,ebike,clear,4.6,high,15,Thu,0.42,49.0
burger,3,8.4,4.9,18,ebike,rain,5.1,medium,16,Thu,0.14,36.3
sushi,2,13.7,4.3,4,ebike,rain,6.1,medium,16,Thu,0.14,45.6
indian,2,14.8,2.4,14,ebike,rain,5.5,medium,16,Thu,0.28,44.3
sushi,4,14.4,0.9,0,bike,rain,7.6,medium,16,Thu,0.42,38.2
burger,5,8.8,5.9,5,ebike,rain,5.1,medium,17,Thu,0.14,42.9
fried_chicken,2,10.9,2.5,1,ebike,clear,7.8,medium,17,Thu,0.14,33.1
mexican,2,11.3,3.0,4,ebike,clear,7.9,medium,17,Thu,0.28,36.0
indian,4,15.6,1.9,3,bike,clear,7.5,high,17,Thu,0.14,46.8
burger,3,8.4,2.7,2,bike,rain,7.7,medium,18,Thu,0.14,35.4
noodles,1,9.4,1.1,1,bike,clear,6.7,low,18,Thu,0.28,24.5
sushi,3,14.1,1.8,5,bike,clear,9.0,medium,18,Thu,0.14,39.3
noodles,3,10.1,3.0,2,bike,clear,10.1,low,18,Thu,0.56,35.5
indian,4,15.6,1.8,7,bike,rain,4.4,low,18,Thu,0.28,39.5
indian,4,15.6,2.5,9,bike,clear,5.1,medium,18,Thu,0.42,44.0
burger,2,8.1,3.4,6,ebike,rain,5.1,medium,18,Thu,0.69,38.8
burger,5,8.8,8.9,6,bike,rain,5.3,medium,19,Thu,0.83,63.2
indian,4,15.6,3.3,3,bike,clear,8.5,low,19,Thu,0.83,55.8
noodles,4,10.3,0.8,12,ebike,clear,5.1,medium,19,Thu,0.28,28.8
fried_chicken,3,11.2,3.0,9,bike,clear,6.8,low,19,Thu,0.42,36.4
burger,2,8.1,1.0,1,ebike,clear,3.6,medium,19,Thu,0.14,26.0
pizza,4,12.0,4.4,3,bike,clear,2.7,high,19,Thu,0.42,45.1
mexican,5,12.0,2.2,8,ebike,clear,8.5,medium,19,Thu,0.28,38.9
burger,3,8.4,2.5,4,ebike,rain,3.9,high,19,Thu,0.42,29.0
noodles,3,10.1,4.0,1,ebike,clear,4.3,high,20,Thu,0.14,39.5
burger,3,8.4,3.2,7,ebike,clear,7.4,low,20,Thu,0.28,26.6
noodles,3,10.1,3.4,3,ebike,clear,3.9,medium,20,Thu,0.28,33.6
burger,4,8.6,4.0,8,bike,clear,2.1,medium,20,Thu,0.56,34.1
pizza,2,11.4,4.0,0,bike,clear,7.6,low,20,Thu,0.42,42.3
pizza,5,12.2,4.1,4,ebike,clear,5.5,medium,20,Thu,0.69,44.2
burger,5,8.8,5.6,4,ebike,clear,2.5,high,20,Thu,0.83,44.2
fried_chicken,6,11.9,9.3,6,ebike,storm,8.6,low,20,Thu,0.83,71.0
mexican,3,11.6,2.0,0,ebike,rain,3.8,low,20,Thu,0.14,36.1
mexican,3,11.6,3.2,3,ebike,clear,8.7,medium,21,Thu,0.14,37.9
fried_chicken,2,10.9,1.6,9,bike,storm,12.5,low,22,Thu,0.14,31.9
pizza,3,11.7,1.5,2,ebike,rain,6.5,low,22,Thu,0.14,33.2
fried_chicken,2,10.9,1.6,1,ebike,clear,7.3,medium,23,Thu,0.14,32.7
fried_chicken,2,10.9,0.8,3,bike,rain,4.3,medium,23,Thu,0.14,29.1
pizza,3,11.7,6.0,1,ebike,storm,10.6,low,0,Fri,0.14,53.4
salad,1,6.4,0.8,8,ebike,rain,5.0,low,0,Fri,0.28,17.7
fried_chicken,3,11.2,4.5,4,bike,clear,7.6,low,0,Fri,0.56,45.1
indian,5,15.9,4.6,9,ebike,rain,4.5,medium,0,Fri,0.42,49.9
noodles,3,10.1,4.6,2,bike,clear,9.4,medium,0,Fri,0.14,42.7
mexican,3,11.6,4.0,5,ebike,storm,7.8,low,1,Fri,0.14,37.7
sushi,2,13.7,3.4,4,bike,clear,5.6,low,1,Fri,0.14,41.5
sushi,3,14.1,3.9,7,ebike,clear,6.9,low,2,Fri,0.14,44.2
fried_chicken,4,11.5,3.0,10,bike,clear,6.4,low,3,Fri,0.14,38.7
mexican,3,11.6,1.0,13,bike,storm,9.1,medium,3,Fri,0.14,33.2
mexican,5,12.0,1.9,0,ebike,clear,4.7,low,4,Fri,0.14,33.7
noodles,4,10.3,2.7,10,ebike,rain,2.4,medium,4,Fri,0.14,30.4
pizza,2,11.4,8.8,13,ebike,clear,3.2,low,5,Fri,0.14,50.7
burger,2,8.1,3.9,15,bike,rain,4.3,low,5,Fri,0.42,38.7
mexican,3,11.6,3.7,6,ebike,clear,5.3,high,5,Fri,0.28,43.0
mexican,3,11.6,1.3,4,ebike,rain,3.7,low,5,Fri,0.42,30.7
pizza,2,11.4,3.0,1,ebike,rain,3.8,low,5,Fri,0.14,34.0
noodles,3,10.1,1.5,4,ebike,clear,6.2,medium,6,Fri,0.42,29.7
indian,6,16.2,2.3,8,ebike,clear,7.5,medium,6,Fri,0.28,45.4
indian,6,16.2,3.5,5,ebike,clear,3.0,medium,7,Fri,0.14,47.7
salad,3,6.8,3.2,4,ebike,clear,1.9,low,7,Fri,0.14,25.3
indian,5,15.9,1.7,16,ebike,clear,5.5,medium,7,Fri,0.14,42.9
burger,3,8.4,8.8,5,bike,clear,3.8,medium,8,Fri,0.14,55.4
indian,1,14.3,2.9,4,ebike,clear,6.1,medium,8,Fri,0.14,40.9
noodles,1,9.4,2.7,4,ebike,clear,3.9,medium,8,Fri,0.28,33.1
pizza,4,12.0,7.5,4,bike,clear,5.6,high,8,Fri,0.42,66.1
noodles,5,10.5,6.7,2,ebike,rain,7.3,high,9,Fri,0.28,52.5
sushi,1,13.2,5.2,10,bike,clear,3.9,medium,9,Fri,0.28,53.8
indian,2,14.8,3.9,12,ebike,rain,7.8,high,9,Fri,0.14,54.5
