monthly_rent_dkk,fair_value_dkk,asking_start_dkk,accepted_discount_pct,time_on_market_days,price_cuts,month_listed,listing_channel,neighbourhood,type,floor_area_m2,furnished,utilities_included,bathroom_private,kitchen_private,lease_flex,deposit_months,building_year,energy_rating,floor,total_floors,elevator,distance_to_centre_km,distance_to_AAU_km,commute_time_bus_min,market_tightness
2600.0,2600.0,2600.0,0.0,1,0,7,studiebolig_central,Øgadekvarteret,dorm_room,20.1,1,1,1,0,open-ended,3,1995,D,3,4,1,2.12,3.21,16.5,1.04
3799.0,3799.0,3799.0,0.0,0,0,2,private_portal,Hasseris,studio,27.2,1,0,1,1,fixed,2,2022,B,1,2,0,2.78,3.98,23.3,0.97
5153.0,5000.0,5153.0,0.0,4,0,7,studiebolig_central,Aalborg Øst,1br,53.1,0,1,1,1,fixed,2,1969,F,1,3,0,5.35,1.75,11.7,1.04
3542.0,3400.0,3639.0,0.0267,12,1,8,private_portal,Centrum,studio,25.7,1,0,1,1,open-ended,3,1991,D,2,3,1,1.19,2.36,17.6,1.08
2658.0,2600.0,2658.0,0.0,3,0,9,studiebolig_central,Øgadekvarteret,shared_room,17.2,1,0,1,1,open-ended,1,1964,G,6,6,1,2.31,2.57,22.3,1.04
2657.0,2600.0,2657.0,0.0,5,0,4,private_portal,Hasseris,dorm_room,18.1,1,0,1,1,fixed,2,2009,B,0,4,0,3.26,4.69,22.7,1.0
3561.0,3400.0,3733.0,0.0461,31,1,2,private_portal,Øgadekvarteret,studio,34.6,0,1,1,0,open-ended,4,1978,F,4,4,0,1.57,3.47,17.8,0.97
3671.0,3400.0,3671.0,0.0,4,0,5,studiebolig_central,Nørresundby,studio,31.7,0,1,1,1,fixed,3,1996,E,1,4,0,1.06,4.08,21.9,1.01
2738.0,2600.0,2738.0,0.0,2,0,4,private_portal,Hasseris,dorm_room,18.8,1,1,0,0,open-ended,1,1954,E,1,3,0,2.69,4.4,24.5,1.0
2600.0,2600.0,2600.0,0.0,5,0,4,private_portal,Øgadekvarteret,dorm_room,19.1,1,1,1,0,open-ended,2,1998,C,2,5,0,1.82,3.44,17.9,1.0
3642.0,3400.0,3642.0,0.0,6,0,5,studiebolig_central,Vestbyen,studio,31.2,1,0,1,1,fixed,2,1967,F,0,5,0,2.02,3.89,24.3,1.01
2618.0,2600.0,2618.0,0.0,6,0,5,private_portal,Nørresundby,dorm_room,14.6,1,1,0,0,open-ended,3,2000,C,0,2,0,1.94,4.43,20.9,1.01
2600.0,2600.0,2600.0,0.0,1,0,1,private_portal,Vestbyen,shared_room,14.3,1,1,1,1,open-ended,2,1976,D,0,2,1,1.46,4.21,27.1,0.96
3400.0,3400.0,3400.0,0.0,0,0,4,private_portal,Nørresundby,studio,35.0,0,1,0,1,open-ended,4,1940,E,1,3,0,2.06,4.96,29.9,1.0
2710.0,2600.0,2833.0,0.0434,28,1,7,private_portal,Aalborg Øst,shared_room,19.2,1,1,1,0,open-ended,3,2003,D,1,2,0,4.12,0.5,9.1,1.04
2600.0,2600.0,2600.0,0.0,3,0,5,studiebolig_central,Nørresundby,shared_room,14.6,1,1,0,1,fixed,2,1992,E,1,3,0,1.29,4.75,24.8,1.01
5836.0,5836.0,5836.0,0.0,1,0,6,private_portal,Centrum,1br,55.8,1,0,1,1,open-ended,3,1963,E,1,4,0,0.22,3.98,28.5,1.03
3037.0,3037.0,3037.0,0.0,4,0,7,studiebolig_central,Øgadekvarteret,shared_room,27.3,1,1,1,1,fixed,3,1957,E,5,6,1,1.33,2.93,18.7,1.04
5000.0,5000.0,5000.0,0.0,5,0,4,studiebolig_central,Nørresundby,1br,35.6,1,1,1,1,fixed,2,1989,E,1,3,1,1.47,4.56,21.8,1.0
3544.0,3400.0,3544.0,0.0,18,0,5,studiebolig_central,Skalborg,studio,37.2,1,0,1,1,fixed,3,1977,D,1,5,0,4.9,6.17,29.1,1.01
5057.0,5000.0,5057.0,0.0,2,0,7,private_portal,Aalborg Øst,1br,41.7,0,0,1,1,fixed,3,1971,F,1,2,0,3.83,1.7,13.5,1.04
7371.0,7180.0,7371.0,0.0,5,0,1,studiebolig_central,Øgadekvarteret,1br,72.6,1,0,1,1,fixed,2,1984,D,1,5,1,2.12,3.48,22.3,0.96
2610.0,2600.0,2610.0,0.0,13,0,6,studiebolig_central,Øgadekvarteret,shared_room,12.0,0,0,1,1,fixed,3,1990,D,2,4,0,1.86,2.43,21.7,1.03
4397.0,4303.0,4397.0,0.0,0,0,5,studiebolig_central,Hasseris,studio,31.0,0,1,1,0,fixed,2,2021,C,0,2,0,2.71,4.41,20.3,1.01
7770.0,7500.0,7770.0,0.0,13,0,1,private_portal,Øgadekvarteret,2br,63.9,0,0,1,1,open-ended,4,1969,F,3,5,0,1.51,3.26,15.6,0.96
2607.0,2600.0,2607.0,0.0,8,0,5,private_portal,Centrum,shared_room,15.5,1,1,0,0,open-ended,2,1985,E,2,3,0,0.2,2.67,15.9,1.01
2600.0,2600.0,2714.0,0.042,15,1,8,private_portal,Centrum,shared_room,24.1,1,1,0,1,fixed,3,1953,G,3,6,1,1.52,3.79,27.1,1.08
6050.0,5867.0,6191.0,0.0228,51,1,8,private_portal,Hasseris,studio,41.9,1,0,1,1,fixed,2,1972,E,1,3,0,3.79,4.49,28.1,1.08
11368.0,10692.0,11368.0,0.0,19,0,7,studiebolig_central,Centrum,2br,78.3,0,0,1,1,fixed,2,1998,D,5,5,1,0.73,3.86,26.9,1.04
3400.0,3400.0,3400.0,0.0,12,0,4,private_portal,Skalborg,studio,24.2,0,1,1,1,open-ended,3,1984,D,0,4,1,4.22,6.22,28.3,1.0
2615.0,2600.0,2615.0,0.0,4,0,8,private_portal,Øgadekvarteret,shared_room,21.2,1,1,0,1,fixed,4,1990,C,4,5,1,0.64,1.91,20.9,1.08
2600.0,2600.0,2600.0,0.0,2,0,3,studiebolig_central,Øgadekvarteret,shared_room,12.3,0,1,1,0,fixed,2,1937,G,0,3,0,1.85,3.88,20.6,0.99
2600.0,2600.0,2600.0,0.0,4,0,5,private_portal,Aalborg Øst,shared_room,21.3,1,0,0,0,fixed,3,1961,F,0,2,0,3.48,2.11,15.7,1.01
5000.0,5000.0,5000.0,0.0,14,0,7,private_portal,Vestbyen,1br,43.9,1,0,1,1,fixed,3,1982,E,4,4,0,1.46,3.31,24.6,1.04
2684.0,2600.0,2684.0,0.0,17,0,3,private_portal,Øgadekvarteret,shared_room,19.4,1,1,0,1,fixed,3,1971,E,3,3,0,1.04,2.54,19.5,0.99
2796.0,2600.0,2796.0,0.0,24,0,1,studiebolig_central,Skalborg,shared_room,25.1,1,0,1,1,open-ended,2,1963,G,0,2,1,5.42,5.0,26.9,0.96
7720.0,7500.0,7720.0,0.0,1,0,9,private_portal,Nørresundby,2br,64.5,0,0,1,1,fixed,2,1963,E,3,3,1,2.49,4.54,27.4,1.04
7500.0,7500.0,7500.0,0.0,0,0,9,private_portal,Aalborg Øst,2br,52.3,0,0,1,1,open-ended,2,1952,F,2,2,1,3.97,1.54,15.7,1.04
2600.0,2600.0,2600.0,0.0,4,0,6,studiebolig_central,Hasseris,dorm_room,16.5,1,1,0,1,fixed,2,1958,F,2,2,1,2.48,3.5,25.1,1.03
5048.0,5000.0,5298.0,0.0472,32,1,5,private_portal,Vestbyen,1br,39.9,0,0,1,1,fixed,4,1945,E,5,5,1,0.2,3.45,19.4,1.01
2744.0,2600.0,2744.0,0.0,1,0,8,private_portal,Øgadekvarteret,dorm_room,22.3,1,1,1,0,fixed,3,1951,F,0,5,0,1.11,2.94,20.9,1.08
3452.0,3400.0,3452.0,0.0,6,0,1,private_portal,Aalborg Øst,studio,31.4,0,1,0,1,fixed,2,1953,F,0,3,0,4.21,0.53,10.4,0.96
2792.0,2600.0,2792.0,0.0,0,0,3,studiebolig_central,Hasseris,dorm_room,18.5,1,1,1,0,fixed,2,1970,E,1,3,0,1.17,4.54,23.1,0.99
2775.0,2600.0,2775.0,0.0,9,0,4,studiebolig_central,Centrum,dorm_room,16.6,1,1,1,0,fixed,3,1990,E,1,2,1,1.4,3.86,18.3,1.0
2600.0,2600.0,2673.0,0.0273,23,1,2,private_portal,Centrum,dorm_room,19.3,1,1,1,0,fixed,4,1984,E,4,4,0,0.32,3.85,28.8,0.97
3582.0,3400.0,3582.0,0.0,9,0,5,studiebolig_central,Øgadekvarteret,studio,31.3,1,1,0,1,fixed,4,1975,E,2,4,0,1.27,3.4,15.9,1.01
4266.0,4179.0,4447.0,0.0407,18,1,3,studiebolig_central,Centrum,studio,39.3,0,1,1,1,fixed,3,1962,F,2,4,0,1.21,3.94,26.7,0.99
2646.0,2600.0,2646.0,0.0,0,0,1,private_portal,Centrum,shared_room,23.4,1,1,1,1,open-ended,2,1980,F,4,6,1,0.68,4.84,19.5,0.96
2731.0,2600.0,2731.0,0.0,0,0,1,private_portal,Centrum,dorm_room,20.9,1,1,1,1,open-ended,4,1976,E,0,4,1,0.2,4.42,19.7,0.96
8374.0,7941.0,8374.0,0.0,14,0,8,private_portal,Nørresundby,2br,82.1,1,0,1,1,open-ended,4,1971,F,2,4,0,0.96,3.86,25.6,1.08
2921.0,2959.0,3090.0,0.0547,17,1,6,studiebolig_central,Centrum,shared_room,24.0,1,0,1,1,open-ended,1,1974,F,2,5,1,0.29,4.04,22.1,1.03
3618.0,3400.0,3802.0,0.0484,26,1,4,studiebolig_central,Aalborg Øst,studio,20.0,1,1,1,1,fixed,2,2013,B,4,5,1,3.67,2.01,16.7,1.0
6777.0,6805.0,7117.0,0.0478,15,1,6,private_portal,Centrum,1br,57.6,0,0,0,1,open-ended,2,1960,E,0,4,0,0.2,3.43,18.2,1.03
2600.0,2600.0,2600.0,0.0,3,0,8,private_portal,Centrum,dorm_room,17.0,1,1,1,1,open-ended,3,1983,F,0,3,1,0.82,4.06,26.7,1.08
5000.0,5000.0,5000.0,0.0,6,0,3,studiebolig_central,Skalborg,1br,52.6,0,0,1,1,fixed,2,1996,E,0,4,0,5.31,5.96,33.5,0.99
3765.0,3765.0,3765.0,0.0,14,0,6,studiebolig_central,Hasseris,studio,34.0,0,0,1,1,open-ended,3,1999,C,2,2,0,2.83,4.76,28.8,1.03
3797.0,3721.0,3928.0,0.0334,35,1,6,studiebolig_central,Skalborg,studio,46.6,0,1,1,1,open-ended,3,2008,B,3,3,0,4.59,6.48,36.5,1.03
6883.0,6619.0,6883.0,0.0,11,0,2,private_portal,Øgadekvarteret,1br,54.1,0,0,1,1,fixed,3,2017,B,2,5,0,1.4,3.05,15.2,0.97
2600.0,2600.0,2600.0,0.0,1,0,2,private_portal,Øgadekvarteret,dorm_room,16.4,1,1,0,0,open-ended,3,1990,D,1,2,1,2.15,3.69,20.2,0.97
2600.0,2600.0,2678.0,0.0291,19,1,5,studiebolig_central,Nørresundby,dorm_room,12.0,1,1,1,1,open-ended,4,1943,F,2,3,0,2.68,4.58,28.5,1.01
7837.0,7837.0,7837.0,0.0,0,0,7,studiebolig_central,Øgadekvarteret,1br,68.1,1,1,1,1,open-ended,2,2007,D,0,4,0,1.23,2.86,20.6,1.04
2600.0,2600.0,2600.0,0.0,16,0,4,studiebolig_central,Aalborg Øst,shared_room,21.9,1,1,1,1,fixed,2,1998,D,0,2,0,5.02,0.24,11.0,1.0
4931.0,4683.0,4931.0,0.0,15,0,9,private_portal,Centrum,studio,39.6,0,1,0,1,fixed,3,1942,F,4,5,1,1.23,3.27,21.4,1.04
3400.0,3400.0,3400.0,0.0,1,0,8,studiebolig_central,Nørresundby,studio,36.5,1,1,1,1,open-ended,1,1969,F,1,2,1,1.37,4.84,29.5,1.08
5077.0,5000.0,5077.0,0.0,0,0,7,studiebolig_central,Øgadekvarteret,1br,40.0,1,0,1,1,fixed,3,1957,E,1,6,1,1.82,2.89,17.4,1.04
5000.0,5000.0,5000.0,0.0,1,0,8,studiebolig_central,Centrum,1br,40.0,0,1,1,1,fixed,3,1970,G,3,4,0,0.2,2.91,18.9,1.08
10298.0,9967.0,10298.0,0.0,10,0,7,studiebolig_central,Øgadekvarteret,2br,77.0,0,1,1,1,fixed,4,2018,B,4,5,1,0.2,3.94,26.8,1.04
6839.0,6742.0,6839.0,0.0,5,0,8,private_portal,Øgadekvarteret,1br,52.6,0,0,1,1,open-ended,3,2017,C,1,6,0,0.7,3.11,21.2,1.08
2600.0,2600.0,2627.0,0.0103,21,1,8,studiebolig_central,Øgadekvarteret,shared_room,17.9,1,0,0,0,fixed,2,1953,G,2,2,1,1.77,3.29,27.3,1.08
2690.0,2600.0,2690.0,0.0,8,0,8,studiebolig_central,Skalborg,dorm_room,19.9,1,1,0,0,fixed,2,1987,F,1,4,0,3.85,5.81,31.5,1.08
3177.0,3227.0,3366.0,0.0561,20,1,5,studiebolig_central,Centrum,shared_room,31.4,1,1,1,1,open-ended,2,1973,E,2,4,0,0.42,4.16,29.8,1.01
4644.0,4466.0,4644.0,0.0,11,0,6,private_portal,Centrum,studio,42.3,1,1,1,0,open-ended,3,1987,F,3,6,0,1.13,4.09,25.8,1.03
2600.0,2600.0,2600.0,0.0,8,0,8,private_portal,Nørresundby,dorm_room,21.0,1,1,0,0,fixed,3,1985,E,3,4,1,2.43,5.19,30.3,1.08
4168.0,4141.0,4396.0,0.0519,24,1,7,studiebolig_central,Hasseris,studio,29.5,1,0,1,1,open-ended,3,1934,F,3,3,0,1.49,4.86,25.8,1.04
2600.0,2600.0,2600.0,0.0,4,0,5,studiebolig_central,Nørresundby,shared_room,14.7,1,1,1,0,open-ended,4,1948,E,0,2,0,1.65,4.56,24.6,1.01
7869.0,7869.0,7869.0,0.0,11,0,2,private_portal,Øgadekvarteret,2br,74.5,0,0,1,1,open-ended,4,1978,E,0,6,1,2.3,2.5,23.6,0.97
2747.0,2600.0,2747.0,0.0,20,0,2,private_portal,Vestbyen,shared_room,27.4,1,1,1,1,open-ended,3,1978,E,0,3,0,1.64,4.74,20.9,0.97
2600.0,2600.0,2697.0,0.036,27,1,6,studiebolig_central,Aalborg Øst,dorm_room,17.0,1,1,0,0,fixed,2,1995,D,1,4,1,4.51,1.57,11.8,1.03
3635.0,3400.0,3635.0,0.0,15,0,1,private_portal,Nørresundby,studio,39.1,1,0,1,0,open-ended,3,1993,E,1,4,0,2.48,4.46,22.3,0.96
3529.0,3400.0,3529.0,0.0,11,0,7,private_portal,Centrum,studio,30.7,1,0,1,1,fixed,4,1997,E,5,5,1,0.27,2.93,17.8,1.04
2696.0,2600.0,2696.0,0.0,5,0,6,studiebolig_central,Skalborg,dorm_room,14.9,1,1,1,0,fixed,3,1956,E,0,3,0,5.0,6.5,29.2,1.03
8122.0,7832.0,8122.0,0.0,0,0,8,private_portal,Hasseris,1br,57.8,0,0,1,1,fixed,3,1964,G,3,3,0,2.61,4.64,26.6,1.08
2695.0,2600.0,2796.0,0.0361,23,1,8,studiebolig_central,Nørresundby,shared_room,27.7,1,0,1,0,fixed,3,2019,B,1,3,0,1.99,4.47,27.0,1.08
3400.0,3400.0,3400.0,0.0,10,0,5,private_portal,Vestbyen,studio,29.9,1,0,1,1,fixed,4,1992,C,1,2,0,1.47,4.59,28.3,1.01
4758.0,4523.0,4758.0,0.0,12,0,3,studiebolig_central,Vestbyen,studio,41.9,1,1,1,1,fixed,3,1997,D,1,2,0,0.9,5.23,28.9,0.99
2600.0,2600.0,2600.0,0.0,3,0,5,private_portal,Nørresundby,dorm_room,18.3,0,1,1,1,open-ended,3,1931,G,2,3,1,2.52,4.96,26.1,1.01
7919.0,7500.0,8151.0,0.0285,60,1,9,private_portal,Skalborg,2br,81.2,0,0,1,1,fixed,2,1992,C,1,2,0,5.73,6.27,33.7,1.04
4025.0,3787.0,4025.0,0.0,5,0,3,private_portal,Vestbyen,studio,40.8,0,1,1,1,open-ended,3,1978,F,4,5,1,0.45,4.52,23.4,0.99
3554.0,3400.0,3715.0,0.0433,60,1,6,private_portal,Skalborg,studio,29.9,0,0,1,1,open-ended,4,1991,C,1,4,0,6.23,5.85,31.8,1.03
2896.0,2721.0,2896.0,0.0,2,0,6,studiebolig_central,Hasseris,dorm_room,22.2,1,1,1,1,fixed,3,1952,G,1,2,0,2.78,4.84,29.9,1.03
7242.0,6928.0,7425.0,0.0246,30,1,7,private_portal,Centrum,1br,64.4,0,1,1,1,fixed,3,1991,E,0,5,0,1.12,3.63,24.6,1.04
7794.0,7468.0,7794.0,0.0,10,0,5,private_portal,Centrum,1br,50.4,0,1,1,1,open-ended,4,1959,F,1,4,0,0.42,3.12,21.0,1.01
2739.0,2600.0,2862.0,0.043,58,1,3,private_portal,Skalborg,dorm_room,18.7,1,1,1,1,open-ended,3,1978,D,1,2,0,4.43,5.36,25.0,0.99
2600.0,2600.0,2600.0,0.0,1,0,8,studiebolig_central,Vestbyen,shared_room,18.6,1,1,1,0,open-ended,3,1990,C,3,3,0,0.82,3.52,25.1,1.08
2689.0,2600.0,2809.0,0.0427,60,1,9,studiebolig_central,Centrum,shared_room,19.8,0,0,0,1,fixed,3,1968,G,0,4,0,0.2,3.52,24.1,1.04
5543.0,5384.0,5543.0,0.0,1,0,3,private_portal,Centrum,studio,43.1,1,1,1,1,fixed,3,1990,D,2,5,1,0.2,2.53,21.1,0.99
3862.0,3862.0,3862.0,0.0,6,0,4,studiebolig_central,Nørresundby,studio,50.5,1,0,1,1,open-ended,2,1991,E,2,2,0,3.07,4.7,27.1,1.0
2768.0,2600.0,2768.0,0.0,0,0,6,studiebolig_central,Aalborg Øst,dorm_room,22.3,1,1,1,1,open-ended,2,1994,D,3,4,0,5.16,0.52,8.4,1.03
7736.0,7500.0,7736.0,0.0,3,0,5,private_portal,Nørresundby,2br,72.3,0,0,1,1,fixed,4,1996,E,1,2,1,2.03,5.2,23.2,1.01
2640.0,2600.0,2706.0,0.0244,19,1,8,private_portal,Øgadekvarteret,dorm_room,14.7,0,1,0,1,open-ended,3,1961,F,5,7,1,1.28,3.8,23.8,1.08
2666.0,2600.0,2666.0,0.0,7,0,8,private_portal,Centrum,dorm_room,18.1,1,1,1,1,fixed,3,2004,D,2,5,0,0.96,4.41,25.9,1.08
2600.0,2600.0,2600.0,0.0,1,0,7,private_portal,Centrum,shared_room,12.0,1,1,1,1,fixed,3,2001,E,0,2,0,0.25,4.16,22.8,1.04
5314.0,5000.0,5314.0,0.0,8,0,5,studiebolig_central,Skalborg,1br,45.0,0,0,1,1,fixed,3,2020,C,2,2,1,4.49,5.5,33.6,1.01
3629.0,3400.0,3704.0,0.0202,44,1,5,studiebolig_central,Nørresundby,studio,35.4,1,1,1,1,fixed,3,2019,A,1,3,1,3.53,4.95,24.0,1.01
2634.0,2600.0,2751.0,0.0425,20,1,6,studiebolig_central,Øgadekvarteret,dorm_room,21.2,1,1,1,1,fixed,3,1971,F,4,4,0,2.24,2.73,16.6,1.03
2600.0,2600.0,2730.0,0.0476,14,1,7,private_portal,Aalborg Øst,shared_room,24.3,1,1,1,1,fixed,3,1972,G,3,3,0,4.67,2.07,19.9,1.04
7101.0,6651.0,7417.0,0.0426,41,1,5,private_portal,Hasseris,1br,49.0,1,0,1,1,open-ended,2,1988,E,2,2,0,2.35,4.31,27.7,1.01
2600.0,2600.0,2691.0,0.0338,25,1,6,studiebolig_central,Øgadekvarteret,dorm_room,15.2,1,1,0,0,fixed,3,1990,E,4,4,0,2.21,2.74,19.1,1.03
4341.0,4341.0,4341.0,0.0,0,0,3,private_portal,Centrum,studio,32.6,1,0,1,1,fixed,3,2015,A,2,3,0,0.34,3.49,24.4,0.99
5843.0,5394.0,5843.0,0.0,9,0,2,private_portal,Nørresundby,1br,60.7,1,0,1,1,open-ended,3,1968,E,2,2,0,1.92,5.13,32.4,0.97
7720.0,7500.0,7720.0,0.0,5,0,2,private_portal,Centrum,2br,63.9,1,0,1,1,fixed,2,1974,F,1,4,1,0.4,2.43,16.9,0.97
8700.0,8418.0,8700.0,0.0,7,0,6,studiebolig_central,Centrum,1br,67.8,0,1,1,1,open-ended,3,2004,C,3,5,1,0.2,4.43,24.2,1.03
2754.0,2600.0,2754.0,0.0,1,0,8,private_portal,Aalborg Øst,shared_room,25.4,1,1,0,0,open-ended,2,1982,E,1,2,0,3.69,0.2,9.6,1.08
5306.0,5306.0,5306.0,0.0,0,0,1,private_portal,Centrum,1br,48.6,0,0,1,1,fixed,3,2001,D,0,5,1,0.38,3.07,20.4,0.96
3748.0,3558.0,3748.0,0.0,4,0,8,private_portal,Nørresundby,studio,37.4,0,0,1,0,open-ended,4,1990,E,1,3,0,1.91,4.19,23.7,1.08
5946.0,5764.0,5946.0,0.0,1,0,8,private_portal,Centrum,studio,41.3,1,0,1,1,fixed,2,1978,E,0,5,0,0.2,3.29,20.9,1.08
2710.0,2600.0,2710.0,0.0,2,0,7,private_portal,Aalborg Øst,dorm_room,20.8,1,1,1,0,open-ended,3,1977,E,4,4,0,4.61,1.58,12.2,1.04
3400.0,3400.0,3400.0,0.0,1,0,1,private_portal,Skalborg,studio,43.0,1,1,1,0,open-ended,3,1996,D,1,3,0,6.07,6.8,29.2,0.96
3432.0,3400.0,3619.0,0.0517,17,1,5,private_portal,Øgadekvarteret,studio,24.1,1,1,1,1,fixed,4,1969,E,0,4,0,1.66,3.98,22.6,1.01
2600.0,2600.0,2911.0,0.1068,60,1,8,studiebolig_central,Hasseris,shared_room,19.5,1,0,1,0,fixed,3,1985,E,2,2,0,2.32,5.55,31.0,1.08
7500.0,7500.0,7500.0,0.0,8,0,4,private_portal,Øgadekvarteret,2br,71.4,0,0,1,1,open-ended,4,1943,G,0,2,0,1.95,3.22,23.5,1.0
3721.0,3400.0,3721.0,0.0,12,0,7,private_portal,Aalborg Øst,studio,32.3,1,0,1,1,open-ended,3,2002,E,0,2,0,3.98,1.42,12.0,1.04
5052.0,5052.0,5052.0,0.0,3,0,5,private_portal,Vestbyen,studio,44.5,1,0,1,0,open-ended,4,1940,F,3,4,0,0.84,5.29,32.5,1.01
4827.0,4710.0,5000.0,0.0346,48,1,1,studiebolig_central,Centrum,studio,39.4,0,1,1,1,fixed,2,1967,F,6,6,1,1.43,3.41,25.4,0.96
3400.0,3400.0,3414.0,0.0041,25,1,9,studiebolig_central,Skalborg,studio,21.8,1,0,1,1,fixed,4,1993,D,0,2,0,4.78,6.86,36.4,1.04
2691.0,2600.0,2803.0,0.04,14,1,1,studiebolig_central,Øgadekvarteret,shared_room,29.3,1,1,0,0,fixed,2,1985,D,1,2,0,0.58,2.59,16.1,0.96
3610.0,3400.0,3610.0,0.0,12,0,8,private_portal,Vestbyen,studio,29.5,1,1,1,1,fixed,4,1957,F,1,2,0,0.35,3.76,24.7,1.08
3400.0,3400.0,3536.0,0.0385,18,1,2,private_portal,Aalborg Øst,studio,41.7,0,1,1,1,open-ended,3,1965,E,1,3,0,4.33,0.63,17.6,0.97
3400.0,3400.0,3400.0,0.0,39,0,2,private_portal,Skalborg,studio,33.2,0,0,1,1,fixed,3,1991,E,1,3,1,4.83,5.38,33.4,0.97
2783.0,2600.0,2783.0,0.0,8,0,6,studiebolig_central,Centrum,dorm_room,17.3,1,0,0,0,open-ended,3,1998,D,3,3,0,0.2,3.7,23.9,1.03
2676.0,2600.0,2847.0,0.0601,45,1,9,private_portal,Øgadekvarteret,shared_room,23.6,1,1,1,1,open-ended,3,1997,D,4,5,1,1.54,2.44,21.5,1.04
5000.0,5000.0,5000.0,0.0,4,0,3,studiebolig_central,Øgadekvarteret,1br,36.4,1,0,1,1,open-ended,2,1979,F,2,5,0,2.2,2.84,16.2,0.99
5058.0,4955.0,5058.0,0.0,11,0,5,private_portal,Centrum,studio,48.0,1,0,1,1,fixed,2,2015,B,4,5,1,2.36,2.25,19.2,1.01
2600.0,2600.0,2659.0,0.0222,25,1,4,private_portal,Skalborg,shared_room,16.0,0,0,0,0,fixed,2,2016,A,0,3,0,4.4,7.07,31.5,1.0
4036.0,4036.0,4036.0,0.0,0,0,7,private_portal,Øgadekvarteret,studio,36.2,1,0,1,1,open-ended,3,2001,D,3,4,0,0.6,2.4,14.6,1.04
2691.0,2600.0,2691.0,0.0,3,0,7,studiebolig_central,Øgadekvarteret,dorm_room,21.4,1,1,0,0,fixed,3,1973,G,0,6,0,1.44,4.57,21.6,1.04
5880.0,5503.0,5880.0,0.0,7,0,1,private_portal,Centrum,1br,53.8,1,0,1,1,open-ended,4,1942,F,0,4,1,0.81,4.3,21.8,0.96
2766.0,2600.0,2857.0,0.0319,34,1,7,studiebolig_central,Centrum,dorm_room,23.5,1,1,0,0,open-ended,2,1985,D,0,4,0,0.2,3.7,18.9,1.04
2695.0,2600.0,2695.0,0.0,5,0,2,private_portal,Aalborg Øst,shared_room,25.0,1,1,1,0,open-ended,3,1991,E,3,4,0,4.07,1.64,12.2,0.97
3852.0,3852.0,3852.0,0.0,2,0,2,private_portal,Centrum,studio,29.5,0,1,1,1,open-ended,2,2019,A,0,2,1,0.71,3.49,20.9,0.97
5157.0,5000.0,5157.0,0.0,1,0,7,private_portal,Aalborg Øst,1br,47.1,0,0,1,1,fixed,3,2021,B,0,2,0,2.78,0.95,15.3,1.04
2600.0,2600.0,2600.0,0.0,8,0,1,private_portal,Centrum,dorm_room,13.6,1,1,1,0,open-ended,4,1990,E,0,4,0,0.8,3.02,21.9,0.96
7500.0,7500.0,7500.0,0.0,9,0,9,studiebolig_central,Nørresundby,2br,51.1,0,0,1,1,fixed,3,1999,D,0,2,0,1.84,5.23,27.9,1.04
10873.0,10001.0,10873.0,0.0,5,0,6,studiebolig_central,Centrum,2br,68.2,0,0,1,1,fixed,2,2004,D,5,5,1,0.55,3.78,20.2,1.03
3914.0,3815.0,3914.0,0.0,5,0,4,private_portal,Vestbyen,studio,36.7,1,1,1,1,fixed,4,1964,F,0,2,1,1.52,3.86,18.1,1.0
5284.0,5000.0,5284.0,0.0,23,0,9,private_portal,Vestbyen,1br,42.4,0,0,1,1,open-ended,3,1973,E,3,5,0,1.02,3.87,29.7,1.04
5147.0,5000.0,5257.0,0.0209,23,1,4,studiebolig_central,Øgadekvarteret,1br,44.4,1,0,1,1,open-ended,1,1956,F,3,4,0,1.44,3.73,25.0,1.0
3626.0,3400.0,3626.0,0.0,6,0,5,private_portal,Aalborg Øst,studio,31.6,0,0,1,1,fixed,2,1979,F,2,2,0,4.21,1.0,10.0,1.01
9242.0,9022.0,9242.0,0.0,18,0,7,private_portal,Vestbyen,2br,81.8,0,0,1,1,fixed,4,1979,F,1,4,0,1.92,3.96,22.7,1.04
6348.0,6348.0,6348.0,0.0,0,0,4,private_portal,Centrum,1br,47.3,1,0,1,1,open-ended,2,1957,G,4,4,0,0.99,4.68,27.7,1.0
7500.0,7500.0,7718.0,0.0282,24,1,9,studiebolig_central,Vestbyen,2br,72.4,0,0,1,1,fixed,3,1977,F,3,3,0,2.18,4.23,26.9,1.04
2739.0,2600.0,2739.0,0.0,8,0,4,studiebolig_central,Skalborg,dorm_room,19.6,1,1,1,1,fixed,2,2002,D,0,4,0,5.72,5.19,23.7,1.0
2600.0,2600.0,2600.0,0.0,0,0,1,private_portal,Centrum,dorm_room,20.1,0,1,1,0,open-ended,2,2005,D,4,4,1,0.51,3.05,20.3,0.96
2741.0,2600.0,2741.0,0.0,17,0,2,studiebolig_central,Vestbyen,shared_room,16.1,1,1,1,0,fixed,3,2016,B,4,4,1,1.56,2.28,20.8,0.97
2600.0,2600.0,2600.0,0.0,0,0,4,studiebolig_central,Centrum,dorm_room,13.2,1,1,1,1,open-ended,3,1990,D,2,5,0,0.96,3.46,19.5,1.0
8715.0,8715.0,8715.0,0.0,2,0,6,studiebolig_central,Centrum,2br,67.6,1,1,1,1,fixed,1,2007,C,3,4,0,1.52,3.13,21.7,1.03
